time,open,high,low,close,Volume,Volume MA
1417737600,370.74,382.51,366.1,378.18,17763,22235.04999999998
1417824000,378.3,381.19,370.11,376.69,9093,21456.99999999998
1417910400,376.59,379.8,373.01,376.02,4909,19346.24999999998
1417996800,376.29,378.34,362.11,362.11,18431,18409.199999999983
1418083200,362.1,363.91,343,351.99,35816,19342.849999999984
1418169600,352,352.5,345,345.08,12308,18864.399999999983
1418256000,345.12,362.99,335.7,348.53,34763,18789.04999999998
1418342400,348.06,354.9,346.11,352.29,11722,18597.79999999998
1418428800,352.49,352.49,344.11,346.56,10134,18397.849999999984
1418515200,346.56,358,345.04,353.65,9187,16754.099999999984
1418601600,353.7,354.6,345.45,346.01,11209,15962.699999999983
1418688000,346.34,346.93,325.1,325.1,31181,16471.849999999984
1418774400,325.13,335,314.21,318.86,37492,17995.349999999984
1418860800,319.5,325,302.32,311.77,48431,18891.04999999998
1418947200,311.76,319.97,305.6,318.47,23133,19028.04999999998
1419033600,318.47,330,315.3,329.66,20223,19323.29999999998
1419120000,329.69,329.73,316.85,320.79,15842,19518.649999999983
1419206400,321.19,336.85,319.64,332.63,20392,19979.399999999983
1419292800,332.41,337.79,330,335.7,11836,19854.99999999998
1419379200,335.69,335.93,320,322.61,13862,19886.349999999984
1419465600,322.62,323.4,315.5,318.5,7442,19370.29999999998
1419552000,318.49,332.4,316.17,327.2,14191,19625.199999999983
1419638400,327.79,330.6,310,315.89,17448,20252.149999999983
1419724800,315.9,319.79,310.08,316.94,9743,19817.74999999998
1419811200,316.96,320.5,312.51,312.64,8170,18435.449999999983
1419897600,312.86,315.93,307.1,310.8,10274,18333.74999999998
1419984000,310.81,322.79,309.39,322.3,11817,17186.449999999983
1420070400,322.31,322.9,313.81,314.96,5185,16859.599999999984
1420156800,314.54,316.74,313.28,315.81,3845,16545.149999999983
1420243200,315.8,315.99,277.5,278.22,47366,18454.099999999984
1420329600,278.04,288.74,255.03,264.19,81253,21956.29999999998
1420416000,264.04,280.44,263.75,274.84,50852,22939.849999999984
1420502400,274.85,291.94,272.1,288.43,36125,22871.49999999998
1420588800,288.36,303.33,284,297.99,31013,22000.599999999984
1420675200,297.89,298.47,282.01,283.21,32665,22477.199999999983
1420761600,283.99,297.32,280.4,290.51,28815,22906.79999999998
1420848000,290.58,292.1,275,276.03,25030,23366.199999999983
1420934400,276.01,282.86,265.83,267.27,22814,23487.29999999998
1421020800,267.54,274.44,266.24,268.75,21396,23965.29999999998
1421107200,268.6,269.66,219,228.07,150470,30795.699999999983
1421193600,228.49,228.49,166.45,182,269554,43901.29999999998
1421280000,181,230.74,179.05,209.81,184362,52409.84999999998
1421366400,209.81,223.1,197.72,208.5,80307,55552.799999999974
1421452800,208.52,214,192.2,201.09,48907,57510.99999999998
1421539200,201.08,222,194,211.03,65575,60381.24999999998
1421625600,210.98,219.95,207,216.2,32433,61489.199999999975
1421712000,216.14,219.25,203.7,212.11,52152,63505.949999999975
1421798400,212.1,230,211,228.08,57784,66135.89999999998
1421884800,228.05,242,225.29,234.7,57342,68810.74999999997
